id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
the_spoiler,The Spoiler,,Don Delbert Jardine,Don Jardine,Canadien,Canadian,1955,1994,basic,mort,dead,"Don Jardine débute en 1955, à l’âge de seulement 15 ans, et devient une star dans le sud des Etats-Unis durant les années 60. C’est lui qui enseigne à l’<span data-id=the_punisher>Undertaker</span> une manoeuvre spectaculaire consistant à marcher en équilibre sur la troisième corde. Il est par ailleurs l’adversaire de <span data-id=mil_mascaras>Mil Mascaras,</span> en 1972, au Madison Square Garden. Ce dernier est alors le premier à pouvoir y combattre masqué.",Don Jardine began wrestling in 1955 at just 15 years old. He became a star in the southern US in the 60s. He taught the <span data-id=the_punisher>Undertaker</span> a spectacular maneuver of balancing on the top cord of the ring. He was <span data-id=mil_mascaras>Mil Mascaras'</span> opponent in 1972 at Madison Square Garden.,fondamental,2240,1760,2560,2400
the_student,The Student,,William James Myers,"George ""The Animal"" Steele",Americain,American,1967,2017,basic,mort,dead,"George Steele utilise ce masque au début de sa carrière, à la fin des années 60, pour garder son identité secrète car il travaille encore comme professeur. Célèbre pour déchirer le turnbuckle avec ses dents, il devient très populaire dans les années 80 à la WWE mais également grâce au film Ed Wood, de Tim Burton, où il joue le rôle de l’acteur Tor Johnson.","George Steele used this mask at the beginning of his career in the late 60s. He wore it in order to keep his identity secret because he was still working as a teacher at the time. Famous for tearing the turnbuckle with his teeth, he became popular in the WWE in the 80s. He also found fame thanks to Tim Burton’s movie Ed Wood, in which he played the role of actor Tor Johnson.",fondamental,2240,1920,2560,2400
tiger_mask_i,Tiger Mask I,,Satoru Sayama,,Japonais,Japanese,1976,1981,"animal, darkness/death/demon/macabre",retraité,retired,"Surnommé le “Bruce Lee du catch”, selon Bret Hart, est un des pionniers japonais du high fly dès le début des années 80. Il débute sa carrière en Angleterre et au Mexique et se fait connaître du public américain avec ses affrontements contre le Dynamite Kid. Tout comme <span data-id=jushin_thunder_liger>Jushin Thunder Liger,</span> son gimmick est directement inspiré du manga d’Ikki Kajiwara et Naoki Tsuji.","Dubbed the “Bruce Lee of wrestling,” according to Bret Hart. He was one of the Japanese pioneers of high flying in the 80s. He began his career in England and Mexico, then made a name for himself in the US when faced the Dynamite Kid. Like <span data-id=jushin_thunder_liger>Jushin Thunder Liger,</span> his gimmick is directly inspired by the manga Ikki Kajiware and Naoki Tsuji.",plusieurs,2240,2080,2560,2400
tiger_mask_iv,Tiger Mask IV,,Yoshihiro Yamazaki,,Japonais,Japanese,1995,,"animal, darkness/death/demon/macabre, legacy",actif,active,"Entrainé par Satoru Sayama, le <span data-id=tiger_mask_I>premier Tiger Mask,</span> et le <span data-id=great_sasuke>Great Sasuke,</span> il est celui qui a porté ce masque le plus longtemps. S'il a travaillé à l'occasion aux Etats-Unis ou au Mexique, c'est au Japon qu'il fait l'essentiel de sa carrière, où il est six fois champion junior à la NJPW.","Trained by Satoru Sayama, the first <span data-id=tiger_mask_I>Tiger Mask,</span> and <span data-id=great_sasuke>Great Sasuke,</span> he was the one to wear this mask the longest. While he worked in the US and Mexico, the most essential moments of his career happened in Japan, where he was a six time junior champion at the NJPW.",plusieurs,0,2240,2560,2400
tiger_mask_w,Tiger Mask W,,Kota Ibushi,,Japonais,Japanese,2004,,"animal, darkness/death/demon/macabre, legacy",actif,active,"Ce masque est utilisé par Kota Ibushi, à la NJPW, à l'occasion du lancement de la nouvelle série animée Tiger Mask W, en 2016. Lorsqu'il travaillait pour Hustle, il a également utilisé le gimmick du costume de Hustle Kamen Orange, une parodie de Sentai.","This mask was used by Kota Ibushi, arguably of the best modern Japanese wrestlers, at the NJPW for the 2016 launch of the new animated series Tiger Mask W. When he worked for Hustle, he also used the gimmick of Hustle Kamen Orange’s costume, a parody of Sentai.",plusieurs,160,2240,2560,2400
tinieblas_sr,Tinieblas Sr,,Manuel Leal,,Mexicain,Mexican,1971,2017,"madness/mystery, elements/nature",retraité,retired,"Bodybuilder et cascadeur, son personnage est créé pour être l'antagoniste de Mil Mascaras. Très populaire auprès du jeune public, il tourne des films et est le deuxième (après Santo, évidemment) à avoir un comics à son nom, publié jusque dans les années 2000. Et il a même, comme André le Géant dans Final Fight, son avatar dans le jeu Saturday Night Slam Masters","Bodybuilder and stuntman, his character was created to be Mil Mascaras’ antagonist. Very popular with young fans, he made movies and was the second wrestler to have a comic book with his name, published until the 2000s. He even had his own avatar in the game Saturday Night Slam Masters, like André the Giant in Final Fight.",plusieurs,320,2240,2560,2400
ultimo_dragon,Ultimo Dragon,,Yoshihiro Asai,,Japonais,Japanese,1987,,"animal, martial arts/warrior",actif,active,"Détenteur du plus grand nombre de titres de champion à la fois, il popularise nombre de prises acrobatiques, dont le saut périlleux arrière en dehors du ring appelé “asai moonsault”. Le gimmick remonte à son passage au Mexique, où il s'y présente comme le dernier disciple de Bruce Lee. Suite à une blessure en 1998, il s'est reconverti en entraîneur.","He held the greatest number of champion titles at one time under his belt, and popularized a number of acrobatic holds, like the perilous backflip outside of the ring called the “asai moonsault.” The gimmick goes back to his roots in Mexico, where he presented himself as the last disciple of Bruce Lee. Following an injury in 1998 he converted to coaching.",plusieurs,480,2240,2560,2400
ultimo_guerrero,Ultimo Guerrero,,Jose Gutierrez Hernandez,,Mexicain,Mexican,1990,,martial arts/warrior,actif,active,"Détenteur de plusieurs records de règnes au Mexique, c'est un catcheur star de la CMLL, très respecté, notamment en tant qu'entraîneur et booker. Et c'est à nul autre qu'<span data-id=atlantis_sr>Atlantis Sr,</span> son grand rival et partenaire, que revient l'honneur de le démasquer, à l'occasion d'un match de lucha de apuesta en 2014.","He is a star wrestler of the CMLL, respected as both a trainer and booker. He also holds numerous records in Mexico. It is none other than <span data-id=atlantis_sr>Atlantis Sr,</span> his great rival and partner, who had the honour of unmasking him at a lucha de apuesta match in 2014.",arts martiaux/guerrier,640,2240,2560,2400
ultramantis_black,Ultramantis Black,,,,Americain,American,2002,,"animal, darkness/death/demon/macabre, religious",actif,active,"Son masque noir est inspiré d'un des personnages de la série Kamen Rider et son nom d'Ultraman. Dans le circuit indépendant, notamment à la Chikara, il est le leader de la secte de l'Ordre du Temple Néo-solaire, qui vénère Berzum ou Gedo Gedo Gigi. Et il est enfin connu pour avoir peu gagné de grands titres, en dépit de 18 ans de carrière, préférant mettre en avant de nouvelles stars.","His black mask is inspired by Ultraman, one of the characters from the Kamen Rider television series. In the independent circuit, notably at the Chikara, he is the leader of the Order of the Neo Solar Temple cult, which worships Berzum and Gedo Gedo Gigi. He is also known for not having won many big titles, despite an 18-year career, preferring to let new stars in the spotlight.",plusieurs,800,2240,2560,2400
vader,Vader,,Leon Allen White,,Americain,American,1983,2018,"madness/mystery, martial arts/warrior, pop culture/comic/manga/movie",mort,dead,"Avec son gabarit impressionnant, une grande agilité et une attitude très stiff sur le ring, Vader est grand monster heel des années 80 et 90. Après une victoire choquante pour le public japonais, en 1987, contre la légende Antonio Inoki, il est le premier gaijin à devenir champion poids lourds. Il offre par ailleurs à Ron Simmons une grande victoire, en devenant le premier champion du monde poids lourds afro-américain de la WCW.","With his impressive size, superior agility and a very stiff attitude in the ring, Vader was a great villanous monster in the 80s and 90s. After a victory that shocked the Japanese fans in a fight against Antonio Inoki in 1987, he was the first gaijin to become a heavyweight champion. He lost to Ron Simmons, who became the first African American heavyweight world champion in the WCW.",plusieurs,960,2240,2560,2400
los_villanos_villano_i,Villanos I,Los Villanos,José de Jesús Díaz Mendoza,,Mexicain,Mexican,1969,2001,"basic, pop culture/comic/manga/movie",mort,dead,"Fils de Ray Mendoza, l'un des plus grands catcheurs mexicains non masqué, avec Perro Aguayo. Ce dernier commence à entraîner ses fils seulement après qu'ils aient obtenu un diplôme, afin d'assurer leur avenir post-catch. En équipe avec <span data-id=los_villanos_villano_II>Villano II</span> et <span data-id=los_villanos_villano_III>Villano III,</span> il démasque <span data-id=los_brazos_el_brazo>El Brazo,</span> <span data-id=los_brazos_brazo_de_oro>Brazo de Oro</span> et <span data-id=los_brazos_brazo_de_plata>Brazo de Plata.</span>","Son of Ray Mendoza, one of the greatest unmasked Mexican wrestlers. Mendoza began training his sons only after they received diplomas, in order to plan for their futures after wrestling. He teamed up with <span data-id=los_villanos_villano_II>Villano II</span> and <span data-id=los_villanos_villano_III>Villano III,</span> and unmasked <span data-id=los_brazos_el_brazo>El Brazo,</span> <span data-id=los_brazos_brazo_de_oro>Brazo de Oro</span> and <span data-id=los_brazos_brazo_de_plata>Brazo de Plata.</span>",plusieurs,480,1760,2560,2400
los_villanos_villano_ii,Villanos II,Los Villanos,José Alfredo Díaz Mendoza,,Mexicain,Mexican,1969,1979,"basic, pop culture/comic/manga/movie",mort,dead,"Fils de Ray Mendoza, l'un des plus grands catcheurs mexicains non masqué, avec Perro Aguayo. Ce dernier commencera à entraîner ses fils seulement après qu'ils aient obtenu un diplôme, afin d'assurer leur avenir post-catch. En équipe avec <span data-id=los_villanos_villano_II>Villano II</span> et <span data-id=los_villanos_villano_III>Villano III,</span> il démasque <span data-id=los_brazos_el_brazo>El Brazo,</span> <span data-id=los_brazos_brazo_de_oro>Brazo de Oro</span> et <span data-id=los_brazos_brazo_de_plata>Brazo de Plata.</span> Il se suicide malheureusement en 1989.","Son of Ray Mendoza, one of the greatest unmasked Mexican wrestlers. Mendoza began training his sons only after they received diplomas, in order to plan for their futures after wrestling. He Teamed up with <span data-id=los_villanos_villano_II>Villano II</span> and <span data-id=los_villanos_villano_III>Villano III,</span> and unmasked <span data-id=los_brazos_el_brazo>El Brazo,</span> <span data-id=los_brazos_brazo_de_oro>Brazo de Oro</span> and <span data-id=los_brazos_brazo_de_plata>Brazo de Plata.</span> In 1989, he tragically took his own life.",plusieurs,640,1760,2560,2400
los_villanos_villano_iii,Villanos III,Los Villanos,Arturo Díaz Mendoza,,Mexicain,Mexican,1970,2015,"basic, pop culture/comic/manga/movie",mort,dead,"Fils de Ray Mendoza, l'un des plus grands catcheurs mexicains non masqué, avec Perro Aguayo. Ce dernier commencera à entraîner ses fils seulement après qu'ils aient obtenu un diplôme, afin d'assurer leur avenir post-catch. Considéré comme le plus doué de frères Mendoza, son match de lucha de apuestas, face à <span data-id=atlantis_sr>Atlantis,</span> devant 20 000 personnes, est reconnu l'un de meilleurs du genre.","Son of Ray Mendoza, one of the greatest unmasked Mexican wrestlers. Mendoza began training his sons only after they received diplomas, in order to plan for their futures after wrestling. Considered to be the most gifted among the Mendoza brothers, his lucha de apuestas match against <span data-id=atlantis_sr>Atlantis</span> in front of 20,000 people is recognized as one of the best matches in this style.",plusieurs,800,1760,2560,2400
los_villanos_villano_iv,Villanos IV,Los Villanos,Thomas Díaz Mendoza,,Mexicain,Mexican,1979,,"basic, pop culture/comic/manga/movie",actif,active,"Fils de Ray Mendoza, l'un des plus grands catcheurs mexicains non masqué, avec Perro Aguayo. Ce dernier commence à entraîner ses fils seulement après qu'ils aient obtenu un diplôme, afin d'assurer leur avenir post-catch. Villano IV est également entraîné par son grand frère, <span data-id=los_villanos_villano_I>Villano I.</span>","Son of Ray Mendoza, one of the greatest unmasked Mexican wrestlers. Mendoza began training his sons only after they received diplomas, in order to plan for their futures after wrestling. Villano IV is trained by his big brother <span data-id=los_villanos_villano_I>Villano I.</span>",plusieurs,960,1760,2560,2400
